Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro m2;Tipo Agregado
Apartamento;Copacabana;2;0;0;83;3700.0;550.0;185.0;44.58;Apartamento
Casa;Rocha Miranda;1;2;0;47;850.0;0.0;0.0;18.09;Casa
Apartamento;Barra da Tijuca;2;1;1;69;2300.0;950.0;98.0;33.33;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;42;1800.0;1300.0;150.0;42.86;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;40;800.0;600.0;100.0;20.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;4500.0;2100.0;600.0;30.0;Apartamento
Loft;Flamengo;1;0;0;51;2800.0;567.0;86.0;54.9;Apartamento
Apartamento;Méier;2;1;0;55;700.0;480.0;30.0;12.73;Apartamento
Apartamento;Leblon;1;1;1;75;3000.0;968.0;154.0;40.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;210;4800.0;4348.0;1384.0;22.86;Apartamento
Apartamento;Barra da Tijuca;3;2;1;95;1600.0;1250.0;0.0;16.84;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;95;1800.0;730.0;165.0;18.95;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;224;3500.0;790.0;523.0;15.62;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;63;1700.0;837.0;136.0;26.98;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;1000.0;617.0;0.0;41.67;Apartamento
Apartamento;Copacabana;1;0;0;40;2800.0;0.0;0.0;70.0;Apartamento
Casa de Vila;Turiaçu;1;0;0;50;900.0;0.0;0.0;18.0;Casa
Apartamento;Centro;1;0;0;55;2000.0;350.0;75.0;36.36;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;235;2200.0;2139.0;0.0;9.36;Apartamento
Loja/Salão;Vargem Grande;0;4;0;50;1800.0;600.0;150.0;36.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;650.0;485.0;170.0;29.55;Apartamento
Apartamento;Tijuca;2;1;0;64;1250.0;695.0;0.0;19.53;Apartamento
Apartamento;Campo Grande;2;1;1;44;550.0;180.0;0.0;12.5;Apartamento
Apartamento;Portuguesa;2;0;0;60;1100.0;350.0;250.0;18.33;Apartamento
Apartamento;Ipanema;1;0;0;46;2800.0;700.0;850.0;60.87;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;100;4250.0;810.0;660.0;42.5;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;4;0;869;58240.0;19712.0;2383.0;67.02;Apartamento
Apartamento;Flamengo;2;1;0;80;2500.0;970.0;115.0;31.25;Apartamento
Apartamento;Ipanema;2;1;0;76;4500.0;735.0;196.0;59.21;Apartamento
Prédio Inteiro;Copacabana;0;0;0;1400;32000.0;0.0;1700.0;22.86;Apartamento
Conjunto Comercial/Sala;São Conrado;0;1;0;32;1000.0;997.0;218.0;31.25;Apartamento
Apartamento;Copacabana;4;1;1;160;7000.0;1880.0;246.0;43.75;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;850.0;520.0;33.0;32.69;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;2500.0;680.0;0.0;27.78;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;27;447.0;300.0;70.0;16.56;Apartamento
Apartamento;Campo Grande;2;0;0;60;950.0;350.0;0.0;15.83;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;1069.0;233.0;33.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;36;700.0;900.0;84.0;19.44;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;145;2500.0;463.0;0.0;17.24;Casa
Apartamento;Gávea;3;1;1;160;6800.0;1900.0;325.0;42.5;Apartamento
Apartamento;Copacabana;2;0;0;83;2700.0;599.0;171.0;32.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;114;2800.0;620.0;250.0;24.56;Apartamento
Apartamento;Maracanã;3;2;1;90;2800.0;810.0;107.0;31.11;Apartamento
Conjunto Comercial/Sala;Pechincha;0;1;0;20;1000.0;452.0;0.0;50.0;Apartamento
Apartamento;Copacabana;2;0;0;80;2500.0;780.0;225.0;31.25;Apartamento
Galpão/Depósito/Armazém;Cosmos;0;0;0;350;5000.0;0.0;0.0;14.29;Apartamento
Casa;Campo Grande;2;2;0;65;1000.0;440.0;0.0;15.38;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;13999.0;50.0;Casa
Apartamento;Copacabana;2;1;1;95;3000.0;1200.0;174.0;31.58;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;22;900.0;354.0;150.0;40.91;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;292;8000.0;7070.0;1730.0;27.4;Apartamento
Apartamento;Barra da Tijuca;3;2;1;160;4300.0;1600.0;379.0;26.88;Apartamento
Loja/Salão;Campo Grande;0;0;0;60;2500.0;1150.0;0.0;41.67;Apartamento
Apartamento;Ilha do Governador;1;0;0;35;750.0;0.0;60.0;21.43;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;2500.0;1238.0;194.0;31.25;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;22;800.0;530.0;0.0;36.36;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;125;2100.0;1055.0;380.0;16.8;Apartamento
Apartamento;Méier;1;1;0;63;1300.0;400.0;13.0;20.63;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1200.0;850.0;1000.0;14.12;Apartamento
Apartamento;Santo Cristo;2;0;0;70;850.0;0.0;0.0;12.14;Apartamento
Apartamento;Copacabana;3;0;0;120;2600.0;1189.0;154.0;21.67;Apartamento
Apartamento;Lagoa;3;3;1;250;9200.0;1902.0;585.0;36.8;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;650.0;150.0;21.43;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;65;2500.0;990.0;203.0;38.46;Apartamento
Casa;Barra da Tijuca;5;4;5;638;25000.0;1450.0;1800.0;39.18;Casa
Apartamento;Botafogo;2;1;1;80;4000.0;655.0;192.0;50.0;Apartamento
Casa Comercial;Ipanema;0;0;0;209;26000.0;0.0;0.0;124.4;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3890.0;2200.0;4200.0;43.22;Apartamento
Apartamento;Andaraí;2;1;1;77;1400.0;650.0;105.0;18.18;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;250;4500.0;900.0;519.0;18.0;Casa
Apartamento;Barra da Tijuca;2;1;1;80;4000.0;1050.0;150.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1150.0;150.0;20.99;Apartamento
Casa de Vila;Taquara;0;0;0;28;500.0;0.0;35.0;17.86;Casa
Conjunto Comercial/Sala;Centro;0;0;0;186;14880.0;4500.0;720.0;80.0;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1259.0;236.0;26.43;Apartamento
Loja/Salão;Guaratiba;0;0;0;1100;15000.0;0.0;0.0;13.64;Apartamento
Loja/Salão;Centro;0;0;0;33;1200.0;130.0;0.0;36.36;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;183;2700.0;760.0;5000.0;14.75;Apartamento
Apartamento;Cachambi;3;1;0;100;1550.0;650.0;59.0;15.5;Apartamento
Apartamento;Copacabana;3;4;2;260;13000.0;10055.0;1206.0;50.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;70;5000.0;2000.0;0.0;71.43;Apartamento
Apartamento;Gávea;2;1;0;65;3300.0;713.0;157.0;50.77;Apartamento
Apartamento;Encantado;2;0;0;45;950.0;180.0;36.0;21.11;Apartamento
Apartamento;Laranjeiras;3;1;1;120;3300.0;1300.0;147.0;27.5;Apartamento
Apartamento;Tijuca;3;1;0;73;1900.0;638.0;0.0;26.03;Apartamento
Apartamento;Copacabana;3;1;0;101;2200.0;1470.0;220.0;21.78;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;38;1600.0;615.0;56.0;42.11;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;39;1200.0;485.0;120.0;30.77;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;127;4800.0;503.0;761.0;37.8;Apartamento
Casa;Barra da Tijuca;5;3;3;400;8450.0;790.0;600.0;21.12;Casa
Quitinete;Botafogo;1;0;0;27;1400.0;258.0;24.0;51.85;Apartamento
Apartamento;Leblon;4;3;1;200;18000.0;1300.0;500.0;90.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;300;5991.0;0.0;0.0;19.97;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;4;250;13000.0;600.0;0.0;52.0;Casa
Apartamento;Campo Grande;2;0;0;55;500.0;0.0;0.0;9.09;Apartamento
Apartamento;Catete;1;0;1;34;1000.0;400.0;53.0;29.41;Apartamento
Apartamento;Tijuca;2;0;0;71;1620.0;300.0;0.0;22.82;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;30;900.0;750.0;30.0;30.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;32;1300.0;400.0;177.0;40.62;Apartamento
Apartamento;Ipanema;2;1;1;100;5500.0;1200.0;312.0;55.0;Apartamento
Apartamento;Ipanema;3;1;3;228;20000.0;1100.0;235.0;87.72;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;355;9000.0;707.0;600.0;25.35;Casa
Apartamento;Humaitá;3;1;0;82;4000.0;1308.0;113.0;48.78;Apartamento
Apartamento;Copacabana;1;0;0;50;1500.0;658.0;74.0;30.0;Apartamento
Apartamento;Tijuca;2;1;0;90;1500.0;800.0;78.0;16.67;Apartamento
Apartamento;Camorim;3;1;0;60;1050.0;350.0;0.0;17.5;Apartamento
Quitinete;Flamengo;1;0;0;26;1500.0;360.0;35.0;57.69;Apartamento
Loja Shopping/ Ct Comercial;Benfica;0;0;0;90;1700.0;1206.0;197.0;18.89;Apartamento
Loja/Salão;Tijuca;0;0;0;980;40000.0;14586.0;0.0;40.82;Apartamento
Apartamento;Rio Comprido;2;0;1;110;1200.0;300.0;0.0;10.91;Apartamento
Apartamento;Leblon;3;1;1;119;6850.0;1400.0;390.0;57.56;Apartamento
Apartamento;Copacabana;2;1;0;72;2250.0;800.0;40.0;31.25;Apartamento
Apartamento;Vila Isabel;2;0;0;47;950.0;545.0;20.0;20.21;Apartamento
Apartamento;Vila Isabel;2;0;0;58;1700.0;300.0;25.0;29.31;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;42;600.0;1109.0;174.0;14.29;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;532;35000.0;0.0;0.0;65.79;Apartamento
Apartamento;Copacabana;1;0;0;32;1400.0;448.0;25.0;43.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;1900.0;720.0;123.0;25.0;Apartamento
Apartamento;Leblon;2;2;1;94;6700.0;1211.0;320.0;71.28;Apartamento
Galpão/Depósito/Armazém;Taquara;0;4;0;1600;8000.0;0.0;80.0;5.0;Apartamento
Apartamento;Ipanema;4;2;2;200;17000.0;2245.0;0.0;85.0;Apartamento
Apartamento;Curicica;3;1;1;85;1700.0;560.0;150.0;20.0;Apartamento
Apartamento;Copacabana;5;2;1;650;32000.0;5200.0;2000.0;49.23;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;30;750.0;250.0;160.0;25.0;Apartamento
Apartamento;Irajá;2;1;0;45;750.0;220.0;0.0;16.67;Apartamento
Apartamento;Península;2;2;1;75;3500.0;1350.0;160.0;46.67;Apartamento
Apartamento;Laranjeiras;0;0;0;110;10000.0;0.0;0.0;90.91;Apartamento
Apartamento;São Conrado;2;1;1;82;4800.0;879.0;186.0;58.54;Apartamento
Apartamento;Copacabana;3;2;1;158;5200.0;1540.0;320.0;32.91;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;869;24000.0;2220.0;2269.0;27.62;Casa
Apartamento;Jardim Botânico;3;1;1;180;10000.0;1820.0;644.0;55.56;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;800.0;501.0;0.0;32.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1700.0;0.0;0.0;50.0;Apartamento
Apartamento;Cidade Nova;2;1;0;53;1300.0;505.0;34.0;24.53;Apartamento
Casa de Condomínio;Vargem Grande;4;4;1;220;3300.0;723.0;0.0;15.0;Casa
Apartamento;Barra da Tijuca;2;2;1;65;1500.0;973.0;136.0;23.08;Apartamento
Apartamento;Barra da Tijuca;3;2;1;180;3000.0;1150.0;0.0;16.67;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;350.0;530.0;0.0;11.67;Apartamento
Apartamento;Barra da Tijuca;3;2;1;127;5000.0;2570.0;789.0;39.37;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;5;0;140;8000.0;5553.0;1490.0;57.14;Apartamento
Apartamento;Botafogo;3;0;0;157;2700.0;970.0;200.0;17.2;Apartamento
Apartamento;Cascadura;2;0;0;60;900.0;150.0;0.0;15.0;Apartamento
Apartamento;Ipanema;5;3;2;350;45000.0;6500.0;970.0;128.57;Apartamento
Apartamento;Botafogo;2;1;1;90;4500.0;945.0;190.0;50.0;Apartamento
Apartamento;Ipanema;3;2;1;160;6300.0;2200.0;387.0;39.38;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;128;2700.0;1000.0;240.0;21.09;Apartamento
Apartamento;Flamengo;4;1;1;270;8000.0;1550.0;0.0;29.63;Apartamento
Apartamento;Leblon;3;0;0;120;3600.0;950.0;0.0;30.0;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;69;6200.0;342.0;0.0;89.86;Apartamento
Loja/Salão;Campo Grande;0;0;0;75;1500.0;0.0;0.0;20.0;Apartamento
Apartamento;Copacabana;1;0;0;20;1200.0;330.0;29.0;60.0;Apartamento
Hotel;Copacabana;24;0;24;1100;38000.0;0.0;7504.0;34.55;Apartamento
Apartamento;Flamengo;1;0;0;38;1300.0;505.0;59.0;34.21;Apartamento
Apartamento;Leblon;3;1;2;120;13700.0;1290.0;410.0;114.17;Apartamento
Apartamento;Leblon;4;2;1;200;6500.0;1100.0;470.0;32.5;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;581;29050.0;15687.0;2150.0;50.0;Apartamento
Apartamento;Flamengo;1;0;0;40;1950.0;200.0;67.0;48.75;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;456;63300.0;14295.0;2821.0;138.82;Apartamento
Apartamento;Ipanema;2;1;0;72;3000.0;820.0;0.0;41.67;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;25;990.0;430.0;0.0;39.6;Apartamento
Casa de Condomínio;Taquara;8;0;0;720;6000.0;500.0;100.0;8.33;Casa
Quitinete;Copacabana;1;1;0;24;1100.0;341.0;22.0;45.83;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;27;800.0;330.0;0.0;29.63;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;700.0;637.0;94.0;23.33;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;260;12500.0;0.0;0.0;48.08;Casa
Apartamento;Flamengo;2;0;0;88;1900.0;450.0;112.0;21.59;Apartamento
Casa de Vila;Del Castilho;2;0;0;55;800.0;0.0;0.0;14.55;Casa
Apartamento;Ipanema;2;1;0;70;4000.0;725.0;150.0;57.14;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;65;2500.0;1247.0;0.0;38.46;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;255;20000.0;2041.0;0.0;78.43;Apartamento
Apartamento;Barra da Tijuca;3;2;2;210;3000.0;1754.0;512.0;14.29;Apartamento
Apartamento;Engenho Novo;2;1;1;68;1100.0;498.0;0.0;16.18;Apartamento
Apartamento;Copacabana;2;0;1;60;2500.0;650.0;750.0;41.67;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1500.0;755.0;0.0;51.72;Apartamento
Apartamento;Paciência;2;0;0;55;540.0;60.0;0.0;9.82;Apartamento
Apartamento;Barra da Tijuca;3;2;1;75;3500.0;1100.0;192.0;46.67;Apartamento
Apartamento;Leblon;4;2;4;230;10000.0;2710.0;1328.0;43.48;Apartamento
Apartamento;Tijuca;2;0;0;60;2000.0;450.0;51.0;33.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;216;13000.0;4586.0;800.0;60.19;Apartamento
Galpão/Depósito/Armazém;Manguinhos;0;0;0;800;8000.0;0.0;0.0;10.0;Apartamento
Apartamento;Pechincha;4;1;2;178;1900.0;1100.0;270.0;10.67;Apartamento
Apartamento;Botafogo;3;2;1;110;5500.0;0.0;0.0;50.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;80;1300.0;395.0;48.0;16.25;Apartamento
Apartamento;Copacabana;1;0;0;30;1500.0;900.0;25.0;50.0;Apartamento
Apartamento;Flamengo;1;0;0;31;1200.0;366.0;179.0;38.71;Apartamento
Apartamento;Ipanema;3;0;1;120;11000.0;2600.0;500.0;91.67;Apartamento
Apartamento;Ipanema;3;2;1;167;35000.0;2950.0;652.0;209.58;Apartamento
Apartamento;Botafogo;3;2;1;287;7500.0;2500.0;0.0;26.13;Apartamento
Apartamento;Copacabana;2;0;2;115;4000.0;1264.0;210.0;34.78;Apartamento
Terreno Padrão;Barra da Tijuca;0;0;0;575;40000.0;0.0;0.0;69.57;Apartamento
Box/Garagem;Centro;0;0;0;4;600.0;0.0;0.0;150.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;5;0;160;14400.0;5997.0;0.0;90.0;Apartamento
Apartamento;Leblon;3;1;1;120;7000.0;1500.0;0.0;58.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;3500.0;1200.0;226.0;26.92;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;31;1000.0;820.0;0.0;32.26;Apartamento
Apartamento;Leme;3;0;1;150;6500.0;1050.0;232.0;43.33;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;30;2000.0;850.0;180.0;66.67;Apartamento
Flat;Ipanema;2;1;1;75;10900.0;3900.0;4000.0;145.33;Apartamento
Apartamento;Copacabana;3;0;0;120;2700.0;800.0;0.0;22.5;Apartamento
Apartamento;Copacabana;3;1;1;214;9200.0;1824.0;6083.0;42.99;Apartamento
Apartamento;Ipanema;3;2;1;95;5000.0;1200.0;212.0;52.63;Apartamento
Apartamento;Vila Isabel;2;2;0;61;1300.0;650.0;0.0;21.31;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;1000.0;2000.0;450.0;13.33;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
Flat;Copacabana;1;1;0;50;2000.0;1250.0;160.0;40.0;Apartamento
Apartamento;Copacabana;4;2;2;360;11000.0;3200.0;1100.0;30.56;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;560;9500.0;5180.0;1991.0;16.96;Apartamento
Apartamento;Jardim Botânico;2;1;0;74;3700.0;1030.0;213.0;50.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;126;3709.0;1640.0;0.0;29.44;Apartamento
Apartamento;Lagoa;3;1;1;110;4800.0;1057.0;429.0;43.64;Apartamento
Apartamento;Anil;4;3;1;300;4500.0;1650.0;288.0;15.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;77;1800.0;720.0;0.0;23.38;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;585;35000.0;12048.0;2914.0;59.83;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;33;1000.0;772.0;0.0;30.3;Apartamento
Apartamento;Copacabana;3;1;1;140;6160.0;1300.0;2200.0;44.0;Apartamento
Casa;Jardim América;1;0;0;45;500.0;0.0;0.0;11.11;Casa
Apartamento;Tijuca;2;0;0;80;1300.0;855.0;0.0;16.25;Apartamento
Apartamento;Copacabana;2;1;1;60;3300.0;1603.0;138.0;55.0;Apartamento
Apartamento;Copacabana;5;0;2;320;3500.0;3500.0;0.0;10.94;Apartamento
Loja/Salão;Jacarepaguá;0;1;0;45;2500.0;566.0;176.0;55.56;Apartamento
Apartamento;Gávea;1;1;0;71;2500.0;850.0;180.0;35.21;Apartamento
Apartamento;Barra da Tijuca;2;1;1;92;2600.0;1250.0;0.0;28.26;Apartamento
Apartamento;Humaitá;2;0;1;120;5500.0;525.0;0.0;45.83;Apartamento
Apartamento;Vila Isabel;2;0;0;80;1500.0;330.0;0.0;18.75;Apartamento
Apartamento;Campo Grande;2;1;0;47;800.0;200.0;0.0;17.02;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;11198;212764.0;30794.0;8398.0;19.0;Apartamento
Apartamento;Flamengo;1;0;0;36;2000.0;500.0;189.0;55.56;Apartamento
Casa;Pitangueiras;4;5;2;165;4700.0;0.0;0.0;28.48;Casa
Apartamento;Copacabana;1;0;0;30;2800.0;0.0;0.0;93.33;Apartamento
Apartamento;Barra da Tijuca;4;4;4;430;17000.0;4000.0;1700.0;39.53;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;3200.0;1370.0;140.0;34.04;Apartamento
Apartamento;Leme;3;0;0;100;3300.0;750.0;150.0;33.0;Apartamento
Apartamento;Leblon;4;2;2;250;17500.0;2000.0;0.0;70.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;36;1500.0;1149.0;203.0;41.67;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;153;3500.0;900.0;100.0;22.88;Casa
Casa de Vila;Vila Militar;1;0;0;30;500.0;0.0;0.0;16.67;Casa
Prédio Inteiro;Penha;0;0;0;4000;45000.0;0.0;4000.0;11.25;Apartamento
Apartamento;Tijuca;3;1;0;140;3800.0;1400.0;0.0;27.14;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;2;172;3000.0;706.0;334.0;17.44;Apartamento
Apartamento;Gávea;3;1;1;110;5000.0;1200.0;220.0;45.45;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2250.0;1107.0;221.0;25.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;240;12000.0;3584.0;1294.0;50.0;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;7998;151974.0;21996.0;5998.0;19.0;Apartamento
Apartamento;Flamengo;3;1;1;110;2950.0;1200.0;0.0;26.82;Apartamento
Apartamento;Méier;2;1;1;63;1000.0;815.0;66.0;15.87;Apartamento
Apartamento;Copacabana;3;1;0;110;3500.0;909.0;166.0;31.82;Apartamento
Casa;Madureira;3;10;1;120;2300.0;0.0;0.0;19.17;Casa
Apartamento;Botafogo;3;1;1;82;3500.0;966.0;230.0;42.68;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;31;300.0;590.0;0.0;9.68;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;38;700.0;800.0;170.0;18.42;Apartamento
Apartamento;Barra da Tijuca;3;3;3;200;5900.0;2331.0;450625.0;29.5;Apartamento
Apartamento;Flamengo;3;2;1;100;3000.0;1250.0;1500.0;30.0;Apartamento
Apartamento;Tijuca;3;1;0;100;2200.0;935.0;0.0;22.0;Apartamento
Conjunto Comercial/Sala;Flamengo;0;16;0;1000;90000.0;29500.0;4200.0;90.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;109;2500.0;500.0;275.0;22.94;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;0;85;1800.0;1250.0;190.0;21.18;Apartamento
Apartamento;Ipanema;4;1;3;245;13000.0;2200.0;600.0;53.06;Apartamento
Quitinete;Copacabana;1;0;0;32;1100.0;530.0;28.0;34.38;Apartamento
Apartamento;Copacabana;1;0;0;40;2300.0;440.0;25.0;57.5;Apartamento
Apartamento;Anil;3;1;1;70;1600.0;1.0;1.0;22.86;Apartamento
Conjunto Comercial/Sala;São Cristóvão;0;1;0;25;1300.0;374.0;0.0;52.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3200.0;6400.0;30.77;Apartamento
Casa Comercial;Joá;0;4;0;416;15000.0;0.0;4516.0;36.06;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;200;2800.0;1600.0;0.0;14.0;Apartamento
Casa Comercial;Recreio dos Bandeirantes;0;0;0;130;6500.0;200.0;502.0;50.0;Apartamento
Flat;Ipanema;1;1;1;85;2375.0;2000.0;3000.0;27.94;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;4;590;20000.0;2000.0;0.0;33.9;Casa
Loja/Salão;Leblon;0;0;0;59;12000.0;2412.0;676.0;203.39;Apartamento
Apartamento;Ipanema;2;1;0;71;4500.0;754.0;185.0;63.38;Apartamento
Loja/Salão;Castelo;0;0;0;122;12000.0;0.0;1490.0;98.36;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;25;900.0;451.0;0.0;36.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;113;5900.0;1415.0;300.0;52.21;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;22.73;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;438;30713.0;7897.0;2329.0;70.12;Apartamento
Apartamento;Méier;2;1;0;60;1400.0;550.0;0.0;23.33;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;30;1300.0;800.0;140.0;43.33;Apartamento
Apartamento;Leblon;4;3;4;350;27000.0;4808.0;0.0;77.14;Apartamento
Apartamento;Flamengo;3;1;0;118;3500.0;1118.0;205.0;29.66;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;30;690.0;1200.0;160.0;23.0;Apartamento
Loja Shopping/ Ct Comercial;Bonsucesso;0;0;0;250;30000.0;0.0;493.0;120.0;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;700;7000.0;0.0;0.0;10.0;Apartamento
Apartamento;Copacabana;2;0;1;90;4500.0;1300.0;200.0;50.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;671;43615.0;0.0;0.0;65.0;Apartamento
Conjunto Comercial/Sala;Cinelândia;0;0;0;30;600.0;550.0;56.0;20.0;Apartamento
Apartamento;Cachambi;2;0;0;75;1350.0;350.0;35.0;18.0;Apartamento
Apartamento;Tijuca;3;1;1;120;2200.0;900.0;1520.0;18.33;Apartamento
Apartamento;Barra da Tijuca;4;3;1;260;6500.0;1000.0;2000.0;25.0;Apartamento
Apartamento;Copacabana;3;1;0;92;3800.0;800.0;0.0;41.3;Apartamento
Apartamento;Vila Isabel;3;1;1;98;1300.0;529.0;101.0;13.27;Apartamento
Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;262.0;32.31;Apartamento
Loja/Salão;Botafogo;0;0;0;1200;110000.0;0.0;0.0;91.67;Apartamento
Apartamento;Barra da Tijuca;4;3;4;600;11000.0;6900.0;1200.0;18.33;Apartamento
Apartamento;Barra da Tijuca;2;3;1;202;5500.0;2175.0;3844.0;27.23;Apartamento
Apartamento;Cachambi;3;0;0;70;1200.0;370.0;13.0;17.14;Apartamento
Apartamento;Flamengo;3;1;1;100;3500.0;1100.0;238.0;35.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;75;3500.0;2100.0;0.0;46.67;Apartamento
Loja/Salão;Ipanema;0;0;0;36;2200.0;839.0;223.0;61.11;Apartamento
Apartamento;Vila Isabel;2;1;0;69;1600.0;770.0;660.0;23.19;Apartamento
